state,regional_division,population,article_title,revision_id,article_quality
Alabama,East South Central,"5,074,296","Beaverton, Alabama",1166015251.0,Start
Alabama,East South Central,"5,074,296","Belk, Alabama",1166015313.0,C
Alabama,East South Central,"5,074,296","Benton, Alabama",1166015434.0,C
Alabama,East South Central,"5,074,296","Berlin, Alabama",1166015476.0,Start
Alabama,East South Central,"5,074,296","Berry, Alabama",1166015515.0,C
Alabama,East South Central,"5,074,296","Bessemer, Alabama",1178999596.0,C
Alabama,East South Central,"5,074,296","Billingsley, Alabama",1166015695.0,Start
Alabama,East South Central,"5,074,296","Birmingham, Alabama",1179944837.0,B
Alabama,East South Central,"5,074,296","Black, Alabama",1166015772.0,Start
Alabama,East South Central,"5,074,296","Blountsville, Alabama",1105978061.0,GA
Alabama,East South Central,"5,074,296","Blue Springs, Alabama",1166015902.0,Start
Alabama,East South Central,"5,074,296","Boaz, Alabama",1177138566.0,GA
Alabama,East South Central,"5,074,296","Boligee, Alabama",1166015957.0,C
Alabama,East South Central,"5,074,296","Bon Air, Alabama",1166015981.0,C
Alabama,East South Central,"5,074,296","Brantley, Alabama",1165814013.0,C
Alabama,East South Central,"5,074,296","Brent, Alabama",1172245542.0,GA
Alabama,East South Central,"5,074,296","Brewton, Alabama",1162427481.0,GA
Alabama,East South Central,"5,074,296","Bridgeport, Alabama",1165537046.0,GA
Alabama,East South Central,"5,074,296","Brighton, Alabama",1177621572.0,C
Alabama,East South Central,"5,074,296","Brilliant, Alabama",1166016323.0,GA
Alabama,East South Central,"5,074,296","Brookside, Alabama",1170769013.0,C
Alabama,East South Central,"5,074,296","Brookwood, Alabama",1178216914.0,C
Alabama,East South Central,"5,074,296","Brundidge, Alabama",1165537457.0,C
Alabama,East South Central,"5,074,296","Butler, Alabama",1144752979.0,C
Alabama,East South Central,"5,074,296","Calera, Alabama",1165537934.0,C
Alabama,East South Central,"5,074,296","Camden, Alabama",1176316224.0,GA
Alabama,East South Central,"5,074,296","Camp Hill, Alabama",1166017104.0,C
Alabama,East South Central,"5,074,296","Carbon Hill, Alabama",1175376595.0,C
Alabama,East South Central,"5,074,296","Cardiff, Alabama",1166017260.0,Start
Alabama,East South Central,"5,074,296","Carolina, Alabama",1166017310.0,Start
Alabama,East South Central,"5,074,296","Carrollton, Alabama",1096812581.0,C
Alabama,East South Central,"5,074,296","Castleberry, Alabama",1166017442.0,Start
Alabama,East South Central,"5,074,296","Cedar Bluff, Alabama",1177836881.0,C
Alabama,East South Central,"5,074,296","Center Point, Alabama",1174837569.0,C
Alabama,East South Central,"5,074,296","Centre, Alabama",1164314017.0,C
Alabama,East South Central,"5,074,296","Centreville, Alabama",1172134285.0,C
Alabama,East South Central,"5,074,296","Chatom, Alabama",1159488446.0,C
Alabama,East South Central,"5,074,296","Chelsea, Alabama",1165539092.0,C
Alabama,East South Central,"5,074,296","Cherokee, Alabama",1166017755.0,C
Alabama,East South Central,"5,074,296","Chickasaw, Alabama",1165539195.0,C
Alabama,East South Central,"5,074,296","Childersburg, Alabama",1165539227.0,GA
Alabama,East South Central,"5,074,296","Citronelle, Alabama",1165539457.0,C
Alabama,East South Central,"5,074,296","Clanton, Alabama",1158612343.0,GA
Alabama,East South Central,"5,074,296","Clay, Alabama",1177621993.0,C
Alabama,East South Central,"5,074,296","Clayhatchee, Alabama",1166018079.0,Start
Alabama,East South Central,"5,074,296","Clayton, Alabama",1155236230.0,C
Alabama,East South Central,"5,074,296","Cleveland, Alabama",1168466910.0,C
Alabama,East South Central,"5,074,296","Clio, Alabama",1165644511.0,Start
Alabama,East South Central,"5,074,296","Coaling, Alabama",1166018304.0,C
Alabama,East South Central,"5,074,296","Coffee Springs, Alabama",1166018326.0,Start
Alabama,East South Central,"5,074,296","Coffeeville, Alabama",1166029689.0,C
Alabama,East South Central,"5,074,296","Coker, Alabama",1166018360.0,Start
Alabama,East South Central,"5,074,296","Collinsville, Alabama",1177947751.0,C
Alabama,East South Central,"5,074,296","Colony, Alabama",1166018463.0,GA
Alabama,East South Central,"5,074,296","Columbia, Alabama",1166018475.0,C
Alabama,East South Central,"5,074,296","Columbiana, Alabama",1151357569.0,C
Alabama,East South Central,"5,074,296","Coosada, Alabama",1172561590.0,C
Alabama,East South Central,"5,074,296","Cordova, Alabama",1165645181.0,GA
Alabama,East South Central,"5,074,296","Cottonwood, Alabama",1096812941.0,C
Alabama,East South Central,"5,074,296","County Line, Alabama",1166018950.0,Start
Alabama,East South Central,"5,074,296","Courtland, Alabama",1157580326.0,GA
Alabama,East South Central,"5,074,296","Cowarts, Alabama",1166019003.0,C
Alabama,East South Central,"5,074,296","Creola, Alabama",1139764613.0,GA
Alabama,East South Central,"5,074,296","Crossville, Alabama",1166066155.0,C
Alabama,East South Central,"5,074,296","Cuba, Alabama",1175879685.0,C
Alabama,East South Central,"5,074,296","Cullman, Alabama",1180017307.0,B
Alabama,East South Central,"5,074,296","Cusseta, Alabama",1172824345.0,Start
Alabama,East South Central,"5,074,296","Dadeville, Alabama",1158607851.0,C
Alabama,East South Central,"5,074,296","Daleville, Alabama",1154496305.0,GA
Alabama,East South Central,"5,074,296","Daphne, Alabama",1165646156.0,FA
Alabama,East South Central,"5,074,296","Dauphin Island, Alabama",1174226588.0,B
Alabama,East South Central,"5,074,296","Daviston, Alabama",1166066473.0,C
Alabama,East South Central,"5,074,296","Dayton, Alabama",1166066487.0,C
Alabama,East South Central,"5,074,296","Deatsville, Alabama",1166066515.0,C
Alabama,East South Central,"5,074,296","Decatur, Alabama",1178063438.0,C
Alabama,East South Central,"5,074,296","Demopolis, Alabama",1161394946.0,B
Alabama,East South Central,"5,074,296","Detroit, Alabama",1166066756.0,Start
Alabama,East South Central,"5,074,296","Dodge City, Alabama",1166066982.0,Start
Alabama,East South Central,"5,074,296","Dora, Alabama",1165647022.0,C
Alabama,East South Central,"5,074,296","Dothan, Alabama",1179231968.0,B
Alabama,East South Central,"5,074,296","Double Springs, Alabama",1159024876.0,C
Alabama,East South Central,"5,074,296","Douglas, Alabama",1166067023.0,GA
Alabama,East South Central,"5,074,296","Dozier, Alabama",1096813187.0,Start
Alabama,East South Central,"5,074,296","Dutton, Alabama",1166067175.0,C
Alabama,East South Central,"5,074,296","East Brewton, Alabama",1165647609.0,C
Alabama,East South Central,"5,074,296","Eclectic, Alabama",1145048302.0,C
Alabama,East South Central,"5,074,296","Edwardsville, Alabama",1166067508.0,C
Alabama,East South Central,"5,074,296","Elba, Alabama",1163400900.0,C
Alabama,East South Central,"5,074,296","Elberta, Alabama",1175895043.0,C
Alabama,East South Central,"5,074,296","Eldridge, Alabama",1178177223.0,Start
Alabama,East South Central,"5,074,296","Elkmont, Alabama",1176555126.0,C
Alabama,East South Central,"5,074,296","Elmore, Alabama",1166067658.0,C
Alabama,East South Central,"5,074,296","Emelle, Alabama",1158753175.0,C
Alabama,East South Central,"5,074,296","Enterprise, Alabama",1160273773.0,C
Alabama,East South Central,"5,074,296","Epes, Alabama",1166067751.0,C
Alabama,East South Central,"5,074,296","Ethelsville, Alabama",1166067848.0,Start
Alabama,East South Central,"5,074,296","Eufaula, Alabama",1160493671.0,GA
Alabama,East South Central,"5,074,296","Eutaw, Alabama",1158611853.0,C
Alabama,East South Central,"5,074,296","Eva, Alabama",1166067877.0,GA
Alabama,East South Central,"5,074,296","Evergreen, Conecuh County, Alabama",1158611789.0,C
Alabama,East South Central,"5,074,296","Excel, Alabama",1166067942.0,C
Alabama,East South Central,"5,074,296","Fairfield, Alabama",1177239572.0,C
Alabama,East South Central,"5,074,296","Fairhope, Alabama",1173963070.0,C
Alabama,East South Central,"5,074,296","Fairview, Alabama",1166068021.0,C
Alabama,East South Central,"5,074,296","Falkville, Alabama",1166068054.0,GA
Alabama,East South Central,"5,074,296","Faunsdale, Alabama",1167428050.0,GA
Alabama,East South Central,"5,074,296","Fayette, Alabama",1142947111.0,C
Alabama,East South Central,"5,074,296","Five Points, Alabama",1166068289.0,C
Alabama,East South Central,"5,074,296","Flomaton, Alabama",1166244039.0,C
Alabama,East South Central,"5,074,296","Florala, Alabama",1166068321.0,C
Alabama,East South Central,"5,074,296","Florence, Alabama",1178304592.0,C
Alabama,East South Central,"5,074,296","Foley, Alabama",1166414056.0,C
Alabama,East South Central,"5,074,296","Forkland, Alabama",1166068466.0,C
Alabama,East South Central,"5,074,296","Fort Deposit, Alabama",1177020476.0,C
Alabama,East South Central,"5,074,296","Fort Payne, Alabama",1172551841.0,GA
Alabama,East South Central,"5,074,296","Franklin, Alabama",1166068620.0,GA
Alabama,East South Central,"5,074,296","Frisco City, Alabama",1166068863.0,C
Alabama,East South Central,"5,074,296","Fruithurst, Alabama",1166068877.0,Start
Alabama,East South Central,"5,074,296","Fulton, Alabama",1166068885.0,Start
Alabama,East South Central,"5,074,296","Fultondale, Alabama",1165840932.0,C
Alabama,East South Central,"5,074,296","Fyffe, Alabama",1160192215.0,C
Alabama,East South Central,"5,074,296","Gadsden, Alabama",1177146243.0,C
Alabama,East South Central,"5,074,296","Gainesville, Alabama",1166068936.0,C
Alabama,East South Central,"5,074,296","Gantt, Alabama",1180408898.0,Start
Alabama,East South Central,"5,074,296","Garden City, Alabama",1166068968.0,C
Alabama,East South Central,"5,074,296","Gardendale, Alabama",1175530987.0,C
Alabama,East South Central,"5,074,296","Gaylesville, Alabama",1166069113.0,C
Alabama,East South Central,"5,074,296","Geiger, Alabama",1166069121.0,Start
Alabama,East South Central,"5,074,296","Geneva, Alabama",1179698088.0,C
Alabama,East South Central,"5,074,296","Georgiana, Alabama",1178540000.0,Start
Alabama,East South Central,"5,074,296","Geraldine, Alabama",1166069211.0,C
Alabama,East South Central,"5,074,296","Gilbertown, Alabama",1166069407.0,C
Alabama,East South Central,"5,074,296","Glen Allen, Alabama",1166069457.0,C
Alabama,East South Central,"5,074,296","Glencoe, Alabama",1165748058.0,C
Alabama,East South Central,"5,074,296","Glenwood, Alabama",1096814086.0,Start
Alabama,East South Central,"5,074,296","Goldville, Alabama",1177535939.0,Start
Alabama,East South Central,"5,074,296","Good Hope, Alabama",1165748200.0,C
Alabama,East South Central,"5,074,296","Goodwater, Alabama",1166069571.0,C
Alabama,East South Central,"5,074,296","Gordo, Alabama",1176908359.0,C
Alabama,East South Central,"5,074,296","Gordon, Alabama",1166069580.0,C
Alabama,East South Central,"5,074,296","Gordonville, Alabama",1166069594.0,C
Alabama,East South Central,"5,074,296","Goshen, Alabama",1166069601.0,C
Alabama,East South Central,"5,074,296","Grant, Alabama",1166069728.0,GA
Alabama,East South Central,"5,074,296","Graysville, Alabama",1177622200.0,C
Alabama,East South Central,"5,074,296","Greensboro, Alabama",1172134373.0,C
Alabama,East South Central,"5,074,296","Greenville, Alabama",1171417115.0,C
Alabama,East South Central,"5,074,296","Grimes, Alabama",1166180119.0,Start
Alabama,East South Central,"5,074,296","Grove Hill, Alabama",1144754911.0,C
Alabama,East South Central,"5,074,296","Guin, Alabama",1173001379.0,C
Alabama,East South Central,"5,074,296","Gulf Shores, Alabama",1174473447.0,C
Alabama,East South Central,"5,074,296","Guntersville, Alabama",1169878221.0,C
Alabama,East South Central,"5,074,296","Gurley, Alabama",1173078483.0,C
Alabama,East South Central,"5,074,296","Gu-Win, Alabama",1175521277.0,C
Alabama,East South Central,"5,074,296","Hackleburg, Alabama",1167581471.0,GA
Alabama,East South Central,"5,074,296","Haleburg, Alabama",1166180281.0,C
Alabama,East South Central,"5,074,296","Haleyville, Alabama",1168590141.0,GA
Alabama,East South Central,"5,074,296","Hamilton, Alabama",1170634832.0,C
Alabama,East South Central,"5,074,296","Hammondville, Alabama",1166180369.0,C
Alabama,East South Central,"5,074,296","Hanceville, Alabama",1169612470.0,C
Alabama,East South Central,"5,074,296","Harpersville, Alabama",1177953234.0,C
Alabama,East South Central,"5,074,296","Hartford, Alabama",1165749307.0,C
Alabama,East South Central,"5,074,296","Hartselle, Alabama",1165749341.0,C
Alabama,East South Central,"5,074,296","Hayden, Alabama",1166180747.0,C
Alabama,East South Central,"5,074,296","Hayneville, Alabama",1166180764.0,C
Alabama,East South Central,"5,074,296","Headland, Alabama",1168369252.0,C
Alabama,East South Central,"5,074,296","Heath, Alabama",1166180800.0,Start
Alabama,East South Central,"5,074,296","Heflin, Alabama",1176321971.0,C
Alabama,East South Central,"5,074,296","Helena, Alabama",1177702091.0,C
Alabama,East South Central,"5,074,296","Henagar, Alabama",1165749718.0,C
Alabama,East South Central,"5,074,296","Highland Lake, Alabama",1166180993.0,Start
Alabama,East South Central,"5,074,296","Hillsboro, Alabama",1166181055.0,C
Alabama,East South Central,"5,074,296","Hobson City, Alabama",1166181157.0,C
Alabama,East South Central,"5,074,296","Hodges, Alabama",1166181162.0,C
Alabama,East South Central,"5,074,296","Hokes Bluff, Alabama",1165750177.0,C
Alabama,East South Central,"5,074,296","Holly Pond, Alabama",1166181271.0,C
Alabama,East South Central,"5,074,296","Hollywood, Alabama",1166181286.0,C
Alabama,East South Central,"5,074,296","Homewood, Alabama",1177622299.0,GA
Alabama,East South Central,"5,074,296","Hoover, Alabama",1180348406.0,C
Alabama,East South Central,"5,074,296","Horn Hill, Alabama",1166181398.0,Start
Alabama,East South Central,"5,074,296","Hueytown, Alabama",1177622536.0,C
Alabama,East South Central,"5,074,296","Huntsville, Alabama",1180130440.0,FA
Alabama,East South Central,"5,074,296","Hurtsboro, Alabama",1096814754.0,C
Alabama,East South Central,"5,074,296","Hytop, Alabama",1166181602.0,Start
Alabama,East South Central,"5,074,296","Ider, Alabama",1166181612.0,C
Alabama,East South Central,"5,074,296","Indian Springs Village, Alabama",1166181665.0,C
Alabama,East South Central,"5,074,296","Irondale, Alabama",1169440818.0,C
Alabama,East South Central,"5,074,296","Jackson, Alabama",1165750992.0,C
Alabama,East South Central,"5,074,296","Jackson's Gap, Alabama",1166181798.0,Start
Alabama,East South Central,"5,074,296","Jacksonville, Alabama",1175988040.0,C
Alabama,East South Central,"5,074,296","Jasper, Alabama",1174380579.0,C
Alabama,East South Central,"5,074,296","Jemison, Alabama",1165751151.0,C
Alabama,East South Central,"5,074,296","Kansas, Alabama",1166182143.0,Start
Alabama,East South Central,"5,074,296","Kellyton, Alabama",1166182186.0,Stub
Alabama,East South Central,"5,074,296","Kennedy, Alabama",1166182247.0,Start
Alabama,East South Central,"5,074,296","Killen, Alabama",1166182386.0,C
Alabama,East South Central,"5,074,296","Kimberly, Alabama",1177622633.0,C
Alabama,East South Central,"5,074,296","Kinsey, Alabama",1166182487.0,C
Alabama,East South Central,"5,074,296","Kinston, Alabama",1166182489.0,C
Alabama,East South Central,"5,074,296","LaFayette, Alabama",1165752571.0,C
Alabama,East South Central,"5,074,296","Lake View, Alabama",1170831381.0,C
Alabama,East South Central,"5,074,296","Lakeview, Alabama",1166205391.0,Start
Alabama,East South Central,"5,074,296","Lanett, Alabama",1165889187.0,C
Alabama,East South Central,"5,074,296","Langston, Alabama",1171521067.0,C
Alabama,East South Central,"5,074,296","Leeds, Alabama",1179531175.0,C
Alabama,East South Central,"5,074,296","Leesburg, Alabama",1166205728.0,C
Alabama,East South Central,"5,074,296","Leighton, Alabama",1148926606.0,C
Alabama,East South Central,"5,074,296","Lester, Alabama",1166205815.0,Start
Alabama,East South Central,"5,074,296","Level Plains, Alabama",1165890044.0,Start
Alabama,East South Central,"5,074,296","Lexington, Alabama",1166205880.0,Start
Alabama,East South Central,"5,074,296","Libertyville, Alabama",1166205930.0,Start
Alabama,East South Central,"5,074,296","Lincoln, Alabama",1165890317.0,C
Alabama,East South Central,"5,074,296","Linden, Alabama",1170891816.0,GA
Alabama,East South Central,"5,074,296","Lineville, Alabama",1165890459.0,GA
Alabama,East South Central,"5,074,296","Lipscomb, Alabama",1177622747.0,C
Alabama,East South Central,"5,074,296","Lisman, Alabama",1166206088.0,C
Alabama,East South Central,"5,074,296","Littleville, Alabama",1166206172.0,Start
Alabama,East South Central,"5,074,296","Livingston, Alabama",1165891122.0,C
Alabama,East South Central,"5,074,296","Loachapoka, Alabama",1166206211.0,C
Alabama,East South Central,"5,074,296","Lockhart, Alabama",1166206220.0,C
Alabama,East South Central,"5,074,296","Locust Fork, Alabama",1173287337.0,C
Alabama,East South Central,"5,074,296","Louisville, Alabama",1166206343.0,Start
Alabama,East South Central,"5,074,296","Lowndesboro, Alabama",1166206408.0,C
Alabama,East South Central,"5,074,296","Loxley, Alabama",1170361974.0,C
Alabama,East South Central,"5,074,296","Luverne, Alabama",1173068585.0,C
Alabama,East South Central,"5,074,296","Lynn, Alabama",1166206561.0,Start
Alabama,East South Central,"5,074,296","Madison, Alabama",1177703025.0,C
Alabama,East South Central,"5,074,296","Madrid, Alabama",1166206649.0,C
Alabama,East South Central,"5,074,296","Magnolia Springs, Alabama",1166206656.0,GA
Alabama,East South Central,"5,074,296","Malvern, Alabama",1166206718.0,C
Alabama,East South Central,"5,074,296","Maplesville, Alabama",1166206829.0,C
Alabama,East South Central,"5,074,296","Margaret, Alabama",1165892174.0,C
Alabama,East South Central,"5,074,296","Marion, Alabama",1165892206.0,GA
Alabama,East South Central,"5,074,296","Maytown, Alabama",1166207284.0,Start
Alabama,East South Central,"5,074,296","McIntosh, Alabama",1176350576.0,C
Alabama,East South Central,"5,074,296","McKenzie, Alabama",1166207344.0,Start
Alabama,East South Central,"5,074,296","McMullen, Alabama",1166207363.0,Start
Alabama,East South Central,"5,074,296","Memphis, Alabama",1166207484.0,Start
Alabama,East South Central,"5,074,296","Mentone, Alabama",1166207510.0,GA
Alabama,East South Central,"5,074,296","Midfield, Alabama",1165893352.0,C
Alabama,East South Central,"5,074,296","Midland City, Alabama",1166207749.0,C
Alabama,East South Central,"5,074,296","Midway, Alabama",1158753496.0,C
Alabama,East South Central,"5,074,296","Millbrook, Alabama",1178021676.0,C
Alabama,East South Central,"5,074,296","Millport, Alabama",1166207935.0,C
Alabama,East South Central,"5,074,296","Millry, Alabama",1166207936.0,Start
Alabama,East South Central,"5,074,296","Mobile, Alabama",1180350145.0,GA
Alabama,East South Central,"5,074,296","Monroeville, Alabama",1172371452.0,C
Alabama,East South Central,"5,074,296","Montevallo, Alabama",1177552745.0,C
Alabama,East South Central,"5,074,296","Montgomery, Alabama",1180299743.0,GA
Alabama,East South Central,"5,074,296","Moody, Alabama",1180419359.0,
Alabama,East South Central,"5,074,296","Mooresville, Alabama",1169255573.0,C
Alabama,East South Central,"5,074,296","Morris, Alabama",1177624137.0,C
Alabama,East South Central,"5,074,296","Mosses, Alabama",1175025748.0,C
Alabama,East South Central,"5,074,296","Moulton, Alabama",1165894467.0,C
Alabama,East South Central,"5,074,296","Moundville, Alabama",1166208667.0,C
Alabama,East South Central,"5,074,296","Mount Vernon, Alabama",1166208775.0,GA
Alabama,East South Central,"5,074,296","Mountain Brook, Alabama",1172621297.0,C
Alabama,East South Central,"5,074,296","Mulga, Alabama",1157496931.0,Start
Alabama,East South Central,"5,074,296","Munford, Alabama",1178871326.0,C
Alabama,East South Central,"5,074,296","Muscle Shoals, Alabama",1178909921.0,C
Alabama,East South Central,"5,074,296","Myrtlewood, Alabama",1166208882.0,GA
Alabama,East South Central,"5,074,296","Napier Field, Alabama",1166208894.0,Start
Alabama,East South Central,"5,074,296","Natural Bridge, Alabama",1166208941.0,C
Alabama,East South Central,"5,074,296","Nauvoo, Alabama",1096820857.0,C
Alabama,East South Central,"5,074,296","Nectar, Alabama",1166208963.0,Start
Alabama,East South Central,"5,074,296","Needham, Alabama",1166208968.0,Start
Alabama,East South Central,"5,074,296","New Brockton, Alabama",1166209021.0,C
Alabama,East South Central,"5,074,296","New Hope, Alabama",1179883996.0,C
Alabama,East South Central,"5,074,296","New Site, Alabama",1166209336.0,Start
Alabama,East South Central,"5,074,296","Newbern, Alabama",1180353697.0,GA
Alabama,East South Central,"5,074,296","Newton, Alabama",1166209571.0,C
Alabama,East South Central,"5,074,296","Newville, Alabama",1177928995.0,C
Alabama,East South Central,"5,074,296","North Courtland, Alabama",1166209704.0,Start
Alabama,East South Central,"5,074,296","North Johns, Alabama",1166209738.0,Start
Alabama,East South Central,"5,074,296","Northport, Alabama",1167817987.0,C
Alabama,East South Central,"5,074,296","Notasulga, Alabama",1175854552.0,C
Alabama,East South Central,"5,074,296","Oak Grove, Alabama",1124809704.0,C
Alabama,East South Central,"5,074,296","Oak Hill, Alabama",1166209958.0,C
Alabama,East South Central,"5,074,296","Oakman, Alabama",1174954255.0,Start
Alabama,East South Central,"5,074,296","Odenville, Alabama",1166210198.0,C
Alabama,East South Central,"5,074,296","Ohatchee, Alabama",1166210252.0,C
Alabama,East South Central,"5,074,296","Oneonta, Alabama",1166092446.0,C
Alabama,East South Central,"5,074,296","Onycha, Alabama",1166210466.0,Start
Alabama,East South Central,"5,074,296","Opelika, Alabama",1165896665.0,C
Alabama,East South Central,"5,074,296","Opp, Alabama",1165896683.0,C
Alabama,East South Central,"5,074,296","Orange Beach, Alabama",1179725369.0,C
Alabama,East South Central,"5,074,296","Orrville, Alabama",1175606582.0,C
Alabama,East South Central,"5,074,296","Owens Cross Roads, Alabama",1172849762.0,C
Alabama,East South Central,"5,074,296","Oxford, Alabama",1165896955.0,C
Alabama,East South Central,"5,074,296","Ozark, Alabama",1175658038.0,C
Alabama,East South Central,"5,074,296","Paint Rock, Alabama",1166210847.0,C
Alabama,East South Central,"5,074,296","Parrish, Alabama",1166210982.0,C
Alabama,East South Central,"5,074,296","Pelham, Alabama",1174024956.0,C
Alabama,East South Central,"5,074,296","Pell City, Alabama",1171029165.0,C
Alabama,East South Central,"5,074,296","Pennington, Alabama",1135170013.0,C
Alabama,East South Central,"5,074,296","Perdido Beach, Alabama",1166211174.0,Start
Alabama,East South Central,"5,074,296","Petrey, Alabama",1096817791.0,C
Alabama,East South Central,"5,074,296","Phenix City, Alabama",1160284984.0,C
Alabama,East South Central,"5,074,296","Phil Campbell, Alabama",1176609767.0,C
Alabama,East South Central,"5,074,296","Pickensville, Alabama",1166211277.0,C
Alabama,East South Central,"5,074,296","Piedmont, Alabama",1174026676.0,C
Alabama,East South Central,"5,074,296","Pike Road, Alabama",1170574167.0,C
Alabama,East South Central,"5,074,296","Pinckard, Alabama",1166211323.0,Start
Alabama,East South Central,"5,074,296","Pine Apple, Alabama",1166211355.0,C
Alabama,East South Central,"5,074,296","Pine Hill, Alabama",1166211367.0,Start
Alabama,East South Central,"5,074,296","Pine Ridge, Alabama",1166211388.0,Start
Alabama,East South Central,"5,074,296","Pinson, Alabama",1178582292.0,C
Alabama,East South Central,"5,074,296","Pisgah, Alabama",1166211442.0,C
Alabama,East South Central,"5,074,296","Pleasant Grove, Alabama",1177636010.0,C
Alabama,East South Central,"5,074,296","Pleasant Groves, Alabama",1166229073.0,Start
Alabama,East South Central,"5,074,296","Pollard, Alabama",1166229176.0,Start
Alabama,East South Central,"5,074,296","Powell, Alabama",1166229333.0,C
Alabama,East South Central,"5,074,296","Prattville, Alabama",1167939343.0,C
Alabama,East South Central,"5,074,296","Priceville, Alabama",1166229409.0,C
Alabama,East South Central,"5,074,296","Prichard, Alabama",1176865405.0,C
Alabama,East South Central,"5,074,296","Providence, Alabama",1166229472.0,Start
Alabama,East South Central,"5,074,296","Ragland, Alabama",1166229540.0,C
Alabama,East South Central,"5,074,296","Rainbow City, Alabama",1180291560.0,GA
Alabama,East South Central,"5,074,296","Rainsville, Alabama",1171084402.0,C
Alabama,East South Central,"5,074,296","Ranburne, Alabama",1166229569.0,C
Alabama,East South Central,"5,074,296","Red Bay, Alabama",1169333757.0,C
Alabama,East South Central,"5,074,296","Red Level, Alabama",1166229671.0,C
Alabama,East South Central,"5,074,296","Reece City, Alabama",1166229699.0,Start
Alabama,East South Central,"5,074,296","Reform, Alabama",1165899409.0,C
Alabama,East South Central,"5,074,296","Rehobeth, Alabama",1172196089.0,C
Alabama,East South Central,"5,074,296","Repton, Alabama",1166229759.0,Start
Alabama,East South Central,"5,074,296","Ridgeville, Alabama",1166229906.0,Start
Alabama,East South Central,"5,074,296","River Falls, Alabama",1166230019.0,C
Alabama,East South Central,"5,074,296","Riverside, Alabama",1166230024.0,C
Alabama,East South Central,"5,074,296","Riverview, Alabama",1166230040.0,Start
Alabama,East South Central,"5,074,296","Roanoke, Alabama",1165899878.0,C
Alabama,East South Central,"5,074,296","Robertsdale, Alabama",1166314424.0,C
Alabama,East South Central,"5,074,296","Rockford, Alabama",1169199856.0,GA
Alabama,East South Central,"5,074,296","Rogersville, Alabama",1166230187.0,C
Alabama,East South Central,"5,074,296","Rosa, Alabama",1166230264.0,Start
Alabama,East South Central,"5,074,296","Russellville, Alabama",1165900503.0,GA
Alabama,East South Central,"5,074,296","Rutledge, Alabama",1166230534.0,Start
Alabama,East South Central,"5,074,296","St. Florian, Alabama",1166330128.0,C
Alabama,East South Central,"5,074,296","Samson, Alabama",1165900688.0,C
Alabama,East South Central,"5,074,296","Sand Rock, Alabama",1166230657.0,C
Alabama,East South Central,"5,074,296","Sanford, Alabama",1166230687.0,Start
Alabama,East South Central,"5,074,296","Saraland, Alabama",1176013392.0,GA
Alabama,East South Central,"5,074,296","Sardis City, Alabama",1166230721.0,C
