title,lastrevid
"Muldraugh, Kentucky",1176176450
"Munfordville, Kentucky",1165894762
"Murray, Kentucky",1177692777
"Murray Hill, Kentucky",1165894801
"Nebo, Kentucky",1165894967
"New Castle, Kentucky",1165895168
"New Haven, Kentucky",1165895234
"Newport, Kentucky",1179745157
"Nicholasville, Kentucky",1165564689
"Norbourne Estates, Kentucky",1165895667
"North Middletown, Kentucky",1176572392
"Northfield, Kentucky",1165895924
"Nortonville, Kentucky",1165895988
"Norwood, Kentucky",1165896020
"Oak Grove, Kentucky",1165896131
"Oakland, Kentucky",1165896236
"Old Brownsboro Place, Kentucky",1165896474
"Olive Hill, Kentucky",1174210372
"Orchard Grass Hills, Kentucky",1165896714
"Owensboro, Kentucky",1176653257
"Owenton, Kentucky",1165896946
"Owingsville, Kentucky",1165896949
"Paducah, Kentucky",1180043287
"Paintsville, Kentucky",1177695240
"Paris, Kentucky",1174095309
"Park City, Kentucky",1175242599
"Park Hills, Kentucky",1165897200
"Parkway Village, Kentucky",1165897268
"Pembroke, Kentucky",1165897483
"Perryville, Kentucky",1174376160
"Pewee Valley, Kentucky",1165897710
"Pikeville, Kentucky",1179806435
"Pineville, Kentucky",1165897889
"Pioneer Village, Kentucky",1165897924
"Pippa Passes, Kentucky",1165897963
"Plantation, Kentucky",1165898106
"Pleasureville, Kentucky",1165898205
"Plum Springs, Kentucky",1165898224
"Poplar Hills, Kentucky",1165898411
"Powderly, Kentucky",1165898600
"Prestonsburg, Kentucky",1172406113
"Prestonville, Kentucky",1165898754
"Princeton, Kentucky",1168614247
"Prospect, Kentucky",1165898846
"Providence, Kentucky",1165898862
"Raceland, Kentucky",1165899051
"Radcliff, Kentucky",1165899055
"Ravenna, Kentucky",1165899223
"Raywick, Kentucky",1165899275
"Richlawn, Kentucky",1165899633
"Richmond, Kentucky",1165899653
"River Bluff, Kentucky",1165899829
"Riverwood, Kentucky",1165899871
"Robards, Kentucky",1176703210
"Rochester, Kentucky",1133257917
"Rockport, Kentucky",1169533386
"Rolling Fields, Kentucky",1165900120
"Rolling Hills, Kentucky",1165900129
"Russell, Kentucky",1177229785
"Russell Springs, Kentucky",1165900480
"Russellville, Kentucky",1165900507
"Ryland Heights, Kentucky",1176318869
"Sacramento, Kentucky",1165900582
"Sadieville, Kentucky",1172923984
"St. Charles, Kentucky",1165902825
"St. Mary, Kentucky",1153161434
"St. Matthews, Kentucky",1165679659
"St. Regis Park, Kentucky",1165902970
"Salem, Kentucky",1178929929
"Salt Lick, Kentucky",1165900674
"Salyersville, Kentucky",1159099471
"Sanders, Kentucky",1165900781
"Sandy Hook, Kentucky",1165900802
"Sardis, Kentucky",1165900899
"Science Hill, Kentucky",1165900994
"Scottsville, Kentucky",1180425473
"Sebree, Kentucky",1165901148
"Seneca Gardens, Kentucky",1165901249
"Sharpsburg, Kentucky",1165901435
"Shelbyville, Kentucky",1177596638
"Shepherdsville, Kentucky",1165869643
"Shively, Kentucky",1165901661
"Silver Grove, Kentucky",1176469269
"Simpsonville, Kentucky",1171109040
"Slaughters, Kentucky",1165901925
"Smithfield, Kentucky",1165901965
"Smithland, Kentucky",1165901978
"Smiths Grove, Kentucky",1171776119
"Somerset, Kentucky",1176542710
"Sonora, Kentucky",1165902103
"South Carrollton, Kentucky",1165902149
"South Park View, Kentucky",1165902262
"South Shore, Kentucky",1176717660
"Southgate, Kentucky",1176717763
"Sparta, Kentucky",1165902370
"Spring Mill, Kentucky",1165902687
"Spring Valley, Kentucky",1165902700
"Springfield, Kentucky",1168233252
"Stamping Ground, Kentucky",1177528033
"Stanford, Kentucky",1165903020
"Stanton, Kentucky",1174498057
"Strathmoor Manor, Kentucky",1165903284
"Strathmoor Village, Kentucky",1165903287
"Sturgis, Kentucky",1165903344
"Sycamore, Kentucky",1165903563
"Taylor Mill, Kentucky",1176321023
"Taylorsville, Kentucky",1165903767
"Ten Broeck, Kentucky",1165903907
"Thornhill, Kentucky",1165904089
"Tompkinsville, Kentucky",1165904624
"Trenton, Kentucky",1165904815
"Union, Kentucky",1177187643
"Uniontown, Kentucky",1165905241
"Upton, Kentucky",1176735355
"Vanceburg, Kentucky",1165906068
"Versailles, Kentucky",1169933317
"Vicco, Kentucky",1165906198
"Villa Hills, Kentucky",1176319379
"Vine Grove, Kentucky",1165906280
"Walton, Kentucky",1176319675
"Warfield, Kentucky",1165906605
"Warsaw, Kentucky",1165906655
"Watterson Park, Kentucky",1165906805
"Waverly, Kentucky",1165906863
"Wayland, Kentucky",1176739936
"Wellington, Kentucky",1165907026
"West Buechel, Kentucky",1165907107
"West Liberty, Kentucky",1165907177
"West Point, Kentucky",1180420342
"Westwood, Jefferson County, Kentucky",1165907355
"Wheatcroft, Kentucky",1165907388
"Wheelwright, Kentucky",1167312317
"White Plains, Kentucky",1165907487
"Whitesburg, Kentucky",1173981303
"Whitesville, Kentucky",1169937818
"Wickliffe, Kentucky",1165907583
"Wilder, Kentucky",1176477719
"Wildwood, Kentucky",1165907616
"Williamsburg, Kentucky",1177257929
"Williamstown, Kentucky",1165907745
"Willisburg, Kentucky",1179844072
"Wilmore, Kentucky",1172193450
"Winchester, Kentucky",1176763538
"Windy Hills, Kentucky",1165907997
"Wingo, Kentucky",1165908027
"Woodburn, Kentucky",1165908333
"Woodbury, Kentucky",1165908344
"Woodland Hills, Kentucky",1165908352
"Woodlawn, Kentucky",1176484910
"Woodlawn Park, Kentucky",1165908395
"Worthington, Kentucky",1165908503
"Worthington Hills, Kentucky",1165908494
"Worthville, Kentucky",1165908513
"Wurtland, Kentucky",1171658947
"Abbeville, Louisiana",1178840199
"Abita Springs, Louisiana",1171693285
"Addis, Louisiana",1178707473
"Albany, Louisiana",1175483926
"Alexandria, Louisiana",1176810936
"Amite City, Louisiana",1176883272
"Anacoco, Louisiana",1166483451
"Angie, Louisiana",1166483748
"Arcadia, Louisiana",1116690713
"Arnaudville, Louisiana",1174530774
"Ashland, Natchitoches Parish, Louisiana",1166485921
"Athens, Louisiana",1166486386
"Atlanta, Louisiana",1173106916
"Baker, Louisiana",1177325898
"Baldwin, Louisiana",1166014968
"Ball, Louisiana",1180272465
"Basile, Louisiana",1169639786
"Baskin, Louisiana",1166534432
"Bastrop, Louisiana",1174914242
"Baton Rouge, Louisiana",1180320265
"Belcher, Louisiana",1166606342
"Benton, Louisiana",1166015437
"Bernice, Louisiana",1177011754
"Berwick, Louisiana",1178569837
"Bienville, Louisiana",1166609828
"Blanchard, Louisiana",1167048545
"Bogalusa, Louisiana",1178228162
"Bonita, Louisiana",1179203615
"Bossier City, Louisiana",1180364262
"Boyce, Louisiana",1175484005
"Breaux Bridge, Louisiana",1169104333
"Broussard, Louisiana",1177326818
"Brusly, Louisiana",1169417949
"Bryceland, Louisiana",1166635802
"Bunkie, Louisiana",1177849466
"Calvin, Louisiana",1173070975
"Campti, Louisiana",1166017129
"Cankton, Louisiana",1166690157
"Carencro, Louisiana",1177398020
"Castor, Louisiana",1166692425
"Central, Louisiana",1180142705
"Chataignier, Louisiana",1172723538
"Chatham, Louisiana",1166017698
"Cheneyville, Louisiana",1166017739
"Choudrant, Louisiana",1175649536
"Church Point, Louisiana",1171248327
"Clarence, Louisiana",1166696149
"Clarks, Louisiana",1166696356
"Clayton, Louisiana",1166018102
"Clinton, Louisiana",1166018258
"Colfax, Louisiana",1169505958
"Collinston, Louisiana",1166756659
"Columbia, Louisiana",1166018483
"Converse, Louisiana",1166758086
"Cottonport, Louisiana",1180035168
"Cotton Valley, Louisiana",1166018925
"Coushatta, Louisiana",1174981645
"Covington, Louisiana",1177293706
"Creola, Louisiana",1166819941
"Crowley, Louisiana",1177440778
"Cullen, Louisiana",1166066215
"Delcambre, Louisiana",1169479449
"Delhi, Louisiana",1177535112
"Delta, Louisiana",1166850638
"Denham Springs, Louisiana",1177266615
"DeQuincy, Louisiana",1168034859
"DeRidder, Louisiana",1177581166
"Dixie Inn, Louisiana",1166851918
"Dodson, Louisiana",1173070937
"Donaldsonville, Louisiana",1177327390
"Downsville, Louisiana",1166853912
"Doyline, Louisiana",1166854021
"Dry Prong, Louisiana",1168276362
"Dubach, Louisiana",1166067080
"Dubberly, Louisiana",1167002201
"Duson, Louisiana",1169969251
"East Hodge, Louisiana",1166990830
"Edgefield, Louisiana",1166992357
"Elizabeth, Louisiana",1175153796
"Elton, Louisiana",1175603581
"Epps, Louisiana",1154798181
"Erath, Louisiana",1177309328
"Eros, Louisiana",1166067799
"Estherwood, Louisiana",1166996453
"Eunice, Louisiana",1167572203
"Evergreen, Louisiana",1166067937
"Farmerville, Louisiana",1166068085
"Fenton, Louisiana",1167014590
"Ferriday, Louisiana",1173732406
"Fisher, Louisiana",1167146612
"Florien, Louisiana",1167015778
"Folsom, Louisiana",1167015966
"Fordoche, Louisiana",1166068431
"Forest, Louisiana",1167016347
"Forest Hill, Louisiana",1167016236
"Franklin, Louisiana",1177366223
"Franklinton, Louisiana",1176134740
"French Settlement, Louisiana",1169668559
"Georgetown, Louisiana",1167020229
"Gibsland, Louisiana",1166069248
"Gilbert, Louisiana",1167020680
"Gilliam, Louisiana",1167020840
"Glenmora, Louisiana",1175484085
"Golden Meadow, Louisiana",1169639580
"Goldonna, Louisiana",1167125329
"Gonzales, Louisiana",1174321242
"Grambling, Louisiana",1165748370
"Gramercy, Louisiana",1177329824
"Grand Cane, Louisiana",1167126282
"Grand Coteau, Louisiana",1166069675
"Grand Isle, Louisiana",1177345316
"Grayson, Louisiana",1147839007
"Greensburg, Louisiana",1178750788
"Greenwood, Louisiana",1167545055
"Gretna, Louisiana",1173511919
"Grosse Tete, Louisiana",573474716
"Gueydan, Louisiana",1166180188
"Hall Summit, Louisiana",1167130218
"Hammond, Louisiana",1177402407
"Harahan, Louisiana",1179094275
"Harrisonburg, Louisiana",1167133821
"Haughton, Louisiana",1166180709
"Haynesville, Louisiana",1169479366
"Heflin, Louisiana",1167135335
"Henderson, Louisiana",1177303848
"Hessmer, Louisiana",1167136385
"Hodge, Louisiana",1167154154
"Homer, Louisiana",1177874509
"Hornbeck, Louisiana",1166181402
"Hosston, Louisiana",1168296601
"Houma, Louisiana",1178321605
"Ida, Louisiana",1167176803
"Independence, Louisiana",1176872506
"Iota, Louisiana",1130530956
"Iowa, Louisiana",1167544980
"Jackson, Louisiana",1177524151
"Jamestown, Louisiana",1167315269
"Jeanerette, Louisiana",1177243911
"Jean Lafitte, Louisiana",1177319450
"Jena, Louisiana",1167437037
"Jennings, Louisiana",1178454311
"Jonesboro, Louisiana",1177981850
"Jonesville, Louisiana",1177011312
"Junction City, Louisiana",1167287860
"Kaplan, Louisiana",1177305705
"Keachi, Louisiana",1166182170
"Kenner, Louisiana",1177322149
"Kentwood, Louisiana",1169479432
"Kilbourne, Louisiana",1167290180
"Killian, Louisiana",1167290259
"Kinder, Louisiana",1169641235
"Krotz Springs, Louisiana",1166182630
"Lafayette, Louisiana",1179039907
"Lake Arthur, Louisiana",1169194506
"Lake Charles, Louisiana",1179647706
"Lake Providence, Louisiana",1166844516
"Lecompte, Louisiana",1166205679
"Leesville, Louisiana",1172703851
"Leonville, Louisiana",1166205810
"Lillie, Louisiana",1167317412
"Lisbon, Louisiana",1167318403
"Livingston, Louisiana",1166206187
"Livonia, Louisiana",1166206204
"Lockport, Louisiana",1166206227
"Logansport, Louisiana",1164588839
"Longstreet, Louisiana",1167321633
"Loreauville, Louisiana",1178254773
"Lucky, Louisiana",1167323432
"Lutcher, Louisiana",1177243940
"McNary, Louisiana",1167341057
"Madisonville, Louisiana",1177247546
"Mamou, Louisiana",1168846195
"Mandeville, Louisiana",1177390021
"Mangham, Louisiana",1167334017
"Mansfield, Louisiana",1177790877
"Mansura, Louisiana",1166206790
"Many, Louisiana",1166206800
"Maringouin, Louisiana",1170056448
"Marion, Louisiana",1166206915
"Marksville, Louisiana",1173736334
"Martin, Louisiana",1167335727
"Maurice, Louisiana",1169640565
"Melville, Louisiana",1177794115
"Mermentau, Louisiana",1168615518
"Mer Rouge, Louisiana",1179725764
"Merryville, Louisiana",1166207573
"Minden, Louisiana",1172247662
"Monroe, Louisiana",1177414315
"Montgomery, Louisiana",1174301443
"Montpelier, Louisiana",1169668424
"Mooringsport, Louisiana",1167346653
"Moreauville, Louisiana",1167346919
"Morgan City, Louisiana",1179263876
"Morganza, Louisiana",1169682567
"Morse, Louisiana",1167347377
"Mound, Louisiana",1167347732
"Mount Lebanon, Louisiana",1166213779
"Napoleonville, Louisiana",1171061527
"Natchez, Louisiana",1177338751
"Natchitoches, Louisiana",1174174632
"Newellton, Louisiana",1179251942
"New Iberia, Louisiana",1177467016
"New Llano, Louisiana",1169418964
New Orleans,1179759908
"New Roads, Louisiana",1178583815
"Noble, Louisiana",1167409995
"North Hodge, Louisiana",1167410770
"Norwood, Louisiana",1167412111
"Oakdale, Louisiana",1165896207
"Oak Grove, West Carroll Parish, Louisiana",1166209956
"Oak Ridge, Louisiana",1167412853
"Oberlin, Louisiana",1166210088
"Oil City, Louisiana",1166210260
"Olla, Louisiana",1174430777
"Opelousas, Louisiana",1176095629
"Palmetto, Louisiana",1167456825
"Parks, Louisiana",1177244385
"Patterson, Louisiana",1165897345
"Pearl River, Louisiana",1177397246
"Pine Prairie, Louisiana",1174430807
"Pineville, Louisiana",1169268624
"Pioneer, Louisiana",1167496387
"Plain Dealing, Louisiana",1174849396
"Plaquemine, Louisiana",1177326486
"Plaucheville, Louisiana",1167496865
"Pleasant Hill, Sabine Parish, Louisiana",1167497057
"Pollock, Louisiana",1166229178
"Ponchatoula, Louisiana",1177248132
"Port Allen, Louisiana",1177413805
"Port Barre, Louisiana",1166229223
"Port Vincent, Louisiana",1167498676
"Powhatan, Louisiana",1167499566
"Provencal, Louisiana",1167500805
"Quitman, Louisiana",1167502007
"Rayne, Louisiana",1177329739
"Rayville, Louisiana",1171850729
"Reeves, Louisiana",1167504454
"Richmond, Louisiana",1167505854
"Richwood, Louisiana",1166229871
"Ridgecrest, Louisiana",1166229884
"Ringgold, Louisiana",1177334150
"Robeline, Louisiana",1167507181
"Rodessa, Louisiana",1167508169
"Rosedale, Louisiana",1167641372
"Roseland, Louisiana",1177011398
"Rosepine, Louisiana",1169724568
"Ruston, Louisiana",1178945252
"St. Francisville, Louisiana",1179368839
"St. Gabriel, Louisiana",1177263230
"St. Joseph, Louisiana",1179252540
"St. Martinville, Louisiana",1177293878
"Saline, Louisiana",1167667049
"Sarepta, Louisiana",1149486700
"Scott, Louisiana",1177270263
"Shongaloo, Louisiana",1167671742
"Shreveport, Louisiana",1178119037
"Sibley, Louisiana",1166231302
"Sicily Island, Louisiana",1167671927
"Sikes, Louisiana",1173070906
"Simmesport, Louisiana",1177011434
"Simpson, Louisiana",1167672449
"Simsboro, Louisiana",1168566394
"Slaughter, Louisiana",1177484836
"Slidell, Louisiana",1177405020
"Sorrento, Louisiana",1169640662
"South Mansfield, Louisiana",1167674727
"Spearsville, Louisiana",1167675447
"Springfield, Louisiana",1179669627
"Springhill, Louisiana",1177793983
"Stanley, Louisiana",1167677241
"Sterlington, Louisiana",1166330459
"Stonewall, Louisiana",1153652905
"Sulphur, Louisiana",1173474516
"Sun, Louisiana",1167679626
"Sunset, Louisiana",1166330897
"Tallulah, Louisiana",1165903666
"Tangipahoa, Louisiana",1167680983
"Thibodaux, Louisiana",1176703275
"Tickfaw, Louisiana",1167682838
"Tullos, Louisiana",1166331729
"Turkey Creek, Louisiana",1167686186
"Urania, Louisiana",1166331962
"Varnado, Louisiana",1167742341
"Vidalia, Louisiana",1165906232
"Vienna, Louisiana",1166332187
"Ville Platte, Louisiana",1165906273
"Vinton, Louisiana",1179094267
"Vivian, Louisiana",1167723943
"Walker, Louisiana",1180168644
"Washington, Louisiana",1176021384
"Waterproof, Louisiana",1179252695
"Welsh, Louisiana",1169920111
"Westlake, Louisiana",1173481706
"West Monroe, Louisiana",1178190602
"Westwego, Louisiana",1178526041
"White Castle, Louisiana",1177388324
"Wilson, Louisiana",1167842670
"Winnfield, Louisiana",1175903791
"Winnsboro, Louisiana",1165908055
"Wisner, Louisiana",1166334171
"Woodworth, Louisiana",1169640383
"Youngsville, Louisiana",1177390131
"Zachary, Louisiana",1177385622
"Zwolle, Louisiana",1180123879
"Abbot, Maine",1171169435
"Acton, Maine",1175249481
"Addison, Maine",1168360008
"Albion, Maine",1165909611
"Alexander, Maine",1170293819
"Alfred, Maine",1159978367
"Allagash, Maine",1164604474
"Alna, Maine",1174508448
"Alton, Maine",1176947176
"Amherst, Maine",1174508467
"Amity, Maine",1165909945
"Andover, Maine",1178670847
"Anson, Maine",1174508529
"Appleton, Maine",1175304114
"Arrowsic, Maine",1157845402
"Arundel, Maine",1167582262
"Ashland, Maine",1166014624
"Athens, Maine",1166014679
"Auburn, Maine",1176701303
"Augusta, Maine",1180286377
"Aurora, Maine",1174508655
"Avon, Maine",1174508681
"Baileyville, Maine",1174508713
"Baldwin, Maine",1176707645
"Bangor, Maine",1179875193
"Bar Harbor, Maine",1177199012
"Baring Plantation, Maine",1116692491
"Bath, Maine",1177124130
"Beals, Maine",1166015178
"Beaver Cove, Maine",1178363376
"Beddington, Maine",1178364704
"Belfast, Maine",1178344859
"Belgrade, Maine",1179493769
"Belmont, Maine",1166015358
"Benton, Maine",1178752016
"Berwick, Maine",1163121731
"Bethel, Maine",1175379508
"Biddeford, Maine",1179427727
"Bingham, Maine",1174508835
"Blaine, Maine",1174508941
"Blue Hill, Maine",1174508976
"Boothbay, Maine",1171733474
"Boothbay Harbor, Maine",1171733345
"Bowdoin, Maine",1174509001
"Bowdoinham, Maine",1166016065
"Bowerbank, Maine",1174509018
"Bradford, Maine",1174509028
"Bradley, Maine",1166016143
"Bremen, Maine",1166016226
"Brewer, Maine",1165537004
"Bridgewater, Maine",1174509111
"Bridgton, Maine",1167492887
"Brighton Plantation, Maine",1174509205
"Bristol, Maine",1170895430
"Brooklin, Maine",1178507123
"Brooks, Maine",1174509239
"Brooksville, Maine",1166928437
"Brownfield, Maine",1177210335
"Brownville, Maine",1177501989
"Brunswick, Maine",1177489899
"Buckfield, Maine",1174681280
"Bucksport, Maine",1155864013
"Burlington, Maine",1174509336
"Burnham, Maine",1174509357
"Buxton, Maine",1164575992
"Byron, Maine",1174509366
"Calais, Maine",1169372673
"Cambridge, Maine",1174509381
"Camden, Maine",1178427604
"Canaan, Maine",1174509407
"Canton, Maine",1174509438
"Cape Elizabeth, Maine",1172706879
"Caratunk, Maine",1157073815
"Caribou, Maine",1175503554
"Carmel, Maine",1166017291
"Carrabassett Valley, Maine",1174509456
"Carroll Plantation, Maine",1174509508
"Carthage, Maine",1174509542
"Casco, Maine",1166017394
"Castine, Maine",1166017420
"Castle Hill, Maine",1175601537
"Caswell, Maine",1174509669
"Chapman, Maine",1174509749
"Charleston, Maine",1174509761
"Charlotte, Maine",1174509782
"Chebeague Island, Maine",1179338133
"Chelsea, Maine",1166017723
"Cherryfield, Maine",1174509807
"Chester, Maine",1175424576
"Chesterville, Maine",1166017837
"China, Maine",1179295350
"Clifton, Maine",1174509845
"Clinton, Maine",1157724738
"Columbia, Maine",1174509914
"Columbia Falls, Maine",1174509903
"Cooper, Maine",1174509958
"Coplin Plantation, Maine",1178264810
"Corinna, Maine",1174510003
"Corinth, Maine",1166018827
"Cornish, Maine",1166018855
"Cornville, Maine",1180073325
"Cranberry Isles, Maine",1166019043
"Crawford, Maine",1174510039
"Crystal, Maine",1114983838
"Cumberland, Maine",1166066239
"Cushing, Maine",1166066258
"Cutler, Maine",1174510065
"Cyr Plantation, Maine",1178265181
"Dallas Plantation, Maine",1178265379
"Damariscotta, Maine",1166066337
"Danforth, Maine",1155334199
"Dayton, Maine",1166066490
"Deblois, Maine",1174510114
"Dedham, Maine",1166066540
"Deer Isle, Maine",1168734367
"Denmark, Maine",1166066714
"Dennistown, Maine",1174510122
"Dennysville, Maine",1166066723
"Detroit, Maine",1174510146
"Dexter, Maine",1166066797
"Dixfield, Maine",1162921623
"Dixmont, Maine",1174510167
"Dover-Foxcroft, Maine",1168232602
"Dresden, Maine",1174510182
"Drew Plantation, Maine",1175674164
"Durham, Maine",1166067164
"Dyer Brook, Maine",1174510207
"Eagle Lake, Maine",1174510216
"East Machias, Maine",1174510316
"East Millinocket, Maine",1156611324
"Eastbrook, Maine",1174510338
"Easton, Maine",1166067301
"Eastport, Maine",1177290475
"Eddington, Maine",1166067447
"Edgecomb, Maine",1171733751
"Edinburg, Maine",1174510361
"Eliot, Maine",1166059780
"Ellsworth, Maine",1165844989
"Embden, Maine",1166067680
"Enfield, Maine",1166067717
"Etna, Maine",1174510390
"Eustis, Maine",1174510423
"Exeter, Maine",1174510442
"Fairfield, Maine",1157089080
"Falmouth, Maine",1168616013
"Farmingdale, Maine",1157724651
"Farmington, Maine",1169888444
"Fayette, Maine",1174510465
"Fort Fairfield, Maine",1179350992
"Fort Kent, Maine",1177095521
"Frankfort, Maine",1174510487
"Franklin, Maine",1166068638
"Freedom, Maine",1174510512
"Freeport, Maine",1178533899
"Frenchboro, Maine",1174510526
"Frenchville, Maine",1177094767
"Friendship, Maine",1167072942
"Frye Island, Maine",1179343555
"Fryeburg, Maine",1159284235
"Gardiner, Maine",1172664106
"Garfield Plantation, Maine",1132675697
"Garland, Maine",1174510575
"Georgetown, Maine",1132676255
"Gilead, Maine",1174510610
"Glenburn, Maine",1156530098
"Glenwood Plantation, Maine",1177198643
"Gorham, Maine",1174705390
"Gouldsboro, Maine",1178367472
"Grand Isle, Maine",1174510625
"Grand Lake Stream, Maine",1175405392
"Gray, Maine",1166069776
"Great Pond, Maine",1166069785
"Greenbush, Maine",1166179958
"Greene, Maine",1166179969
"Greenville, Maine",1166180034
"Greenwood, Maine",1174510655
"Guilford, Maine",1159401295
"Hallowell, Maine",1175892685
"Hamlin, Maine",1174510675
"Hammond, Maine",1175362182
"Hampden, Maine",1175397834
"Hancock, Maine",1166180401
"Hanover, Maine",1166180443
"Harmony, Maine",1174510722
"Harpswell, Maine",1178425891
"Harrington, Maine",1166180553
"Harrison, Maine",1166180576
"Hartford, Maine",1174510749
"Hartland, Maine",1157091720
"Haynesville, Maine",1174412908
"Hebron, Maine",1174510767
"Hermon, Maine",1166180906
"Hersey, Maine",1174510793
"Highland Plantation, Maine",1178266072
"Hiram, Maine",1174510851
"Hodgdon, Maine",1174510890
"Holden, Maine",1166181187
"Hollis, Maine",1173831578
"Hope, Maine",1166181363
"Houlton, Maine",1174160140
"Howland, Maine",1174510915
"Hudson, Maine",1166181491
"Industry, Maine",1174510928
"Island Falls, Maine",1166181751
"Isle au Haut, Maine",1177218916
"Islesboro, Maine",1170788712
"Jackman, Maine",1179546053
"Jackson, Maine",1174510984
"Jay, Maine",1176339097
"Jefferson, Maine",1166181954
"Jonesboro, Maine",1174511009
"Jonesport, Maine",1178147038
"Kenduskeag, Maine",1166182207
"Kennebunk, Maine",1172898961
"Kennebunkport, Maine",1177472944
"Kingfield, Maine",1174511039
"Kingsbury Plantation, Maine",1174511082
"Kittery, Maine",1176239816
"Knox, Maine",1166182593
"Lagrange, Maine",1174511104
"Lake View Plantation, Maine",1174511115
"Lakeville, Maine",1174511152
"Lamoine, Maine",1166205469
"Lebanon, Maine",1166205662
"Lee, Maine",1175069100
"Leeds, Maine",1168616311
"Levant, Maine",1166205846
"Lewiston, Maine",1178167795
"Liberty, Maine",1175161460
"Limerick, Maine",1159786017
"Limestone, Maine",1166205956
"Limington, Maine",1166205960
"Lincoln, Maine",1159400170
"Lincoln Plantation, Maine",1161508107
"Lincolnville, Maine",1174304798
"Linneus, Maine",1174511195
"Lisbon, Maine",1166206075
"Litchfield, Maine",1166206119
"Littleton, Maine",1174511213
"Livermore, Maine",1166206179
"Livermore Falls, Maine",1173863306
"Long Island, Maine",1160433946
"Lovell, Maine",1174511232
"Lowell, Maine",1174511240
"Lubec, Maine",1169072997
"Ludlow, Maine",1174511265
"Lyman, Maine",1166498355
"Machias, Maine",1176105678
"Machiasport, Maine",1166206614
"Macwahoc, Maine",121078621
"Madawaska, Maine",1177095941
"Madison, Maine",1167989079
"Manchester, Maine",1157719731
"Mapleton, Maine",1166206838
"Mariaville, Maine",1178565671
"Mars Hill, Maine",1174511358
"Marshfield, Maine",1174511381
"Masardis, Maine",1166207156
"Matinicus Isle, Maine",1144268047
"Mattawamkeag, Maine",1174511413
"Maxfield, Maine",1174511444
"Mechanic Falls, Maine",1166207401
"Meddybemps, Maine",1174511457
"Medford, Maine",1166207424
"Medway, Maine",1174511465
"Mercer, Maine",1166207516
"Merrill, Maine",1166207546
"Mexico, Maine",1179271345
"Milbridge, Maine",1166207791
"Milford, Maine",1177713684
"Millinocket, Maine",1169172055
"Milo, Maine",1171507206
"Minot, Maine",1166208066
"Monhegan, Maine",1177849510
"Monmouth, Maine",1177051303
"Monroe, Maine",1166208196
"Monson, Maine",1166208215
"Monticello, Maine",1166208357
"Montville, Maine",1174073228
"Moose River, Maine",1166208534
"Moro Plantation, Maine",1176357915
"Morrill, Maine",1174511597
"Moscow, Maine",1166208625
"Mount Chase, Maine",1166208686
"Mount Desert, Maine",1166208712
"Mount Vernon, Maine",1166208782
"Naples, Maine",1166208902
"Nashville Plantation, Maine",1174511604
"New Canada, Maine",1172710727
"New Gloucester, Maine",1166209098
"New Limerick, Maine",1166209205
"New Portland, Maine",1166209298
"New Sharon, Maine",1166636225
"New Sweden, Maine",1166209341
"New Vineyard, Maine",1166209346
"Newburgh, Maine",1166209440
"Newcastle, Maine",1168422298
"Newfield, Maine",1166209495
"Newport, Maine",1164687526
"Newry, Maine",1166209554
"Nobleboro, Maine",1157526650
"Norridgewock, Maine",1157118349
"North Berwick, Maine",1159751253
"North Haven, Maine",1158969812
"North Yarmouth, Maine",1177193226
"Northfield, Maine",1166209815
"Northport, Maine",1166209842
"Norway, Maine",1179472370
"Oakfield, Maine",1166209999
"Oakland, Maine",1166210018
"Ogunquit, Maine",1177239007
"Old Orchard Beach, Maine",1167416208
"Old Town, Maine",1175660131
"Orient, Maine",1166210607
"Orland, Maine",1166210643
"Orono, Maine",1156302270
"Orrington, Maine",1166210676
"Osborn, Maine",1166210705
"Otis, Maine",1166210757
"Otisfield, Maine",1174511818
"Owls Head, Maine",1166210805
"Oxford, Maine",1159435066
"Palermo, Maine",1169601520
"Palmyra, Maine",1166210883
"Paris, Maine",1177386730
"Parkman, Maine",1166210967
"Parsonsfield, Maine",1174511862
"Passadumkeag, Maine",1166210998
"Patten, Maine",1166211016
"Pembroke, Maine",1166211130
"Penobscot, Maine",1166211155
"Perham, Maine",1114982458
"Perry, Maine",1166211184
"Peru, Maine",1166211213
"Phillips, Maine",1166211252
"Phippsburg, Maine",1166211266
"Pittsfield, Maine",1157123961
"Pittston, Maine",1166229013
"Pleasant Ridge Plantation, Maine",1154903805
"Plymouth, Maine",1175362256
"Poland, Maine",1166229160
"Portage Lake, Maine",1166229259
"Porter, Maine",1166229274
"Portland, Maine",1177949498
"Pownal, Maine",1174511885
"Presque Isle, Maine",1174313212
"Princeton, Maine",1166229430
"Prospect, Maine",1166229461
"Randolph, Maine",1165232083
"Rangeley, Maine",1179546303
"Rangeley Plantation, Maine",1158396206
"Raymond, Maine",1166229632
"Readfield, Maine",1166229650
"Reed Plantation, Maine",1174511919
"Richmond, Maine",1166229841
"Ripley, Maine",1166229971
"Robbinston, Maine",1166230069
"Rockland, Maine",1177872063
"Rockport, Maine",1167548155
"Rome, Maine",1166230239
"Roque Bluffs, Maine",1166230262
"Roxbury, Maine",1166230343
"Rumford, Maine",1172512374
"Sabattus, Maine",1166230548
"Saco, Maine",1176982087
"Saint John Plantation, Maine",1174511931
"Sandy River Plantation, Maine",1174511952
"Sanford, Maine",1165900843
"Sangerville, Maine",1176911643
